"2350 Finch Avenue West ,  TORONTO ,  Ontario, Canada"
"Sacred Heart Catholic Elementary School ,  PORT LAMBTON ,  Ontario, Canada"
"Sandpiper Apartments ,  SARNIA ,  Ontario, Canada"
"Sardo Club ,  SARNIA ,  Ontario, Canada"
"Sarnia Christian School ,  SARNIA ,  Ontario, Canada"
"Sarnia City Hall ,  SARNIA ,  Ontario, Canada"
"Seaway Centre ,  SARNIA ,  Ontario, Canada"
"Sombra Community Hall ,  SOMBRA ,  Ontario, Canada"
"St. Christopher Catholic Secondary School ,  SARNIA ,  Ontario, Canada"
"St. Clair Public Secondary School ,  SARNIA ,  Ontario, Canada"
"St. Clair Township Municipal Office ,  MOORETOWN ,  Ontario, Canada"
"St. Joseph's Hospice Resource Centre ,  SARNIA ,  Ontario, Canada"
"St. Matthew Catholic Elementary School ,  SARNIA ,  Ontario, Canada"
"St. Michael Catholic Elementary School ,  BRIGHT'S GROVE ,  Ontario, Canada"
"Sumac Lodge ,  SARNIA ,  Ontario, Canada"
"Thompson Gardens ,  CORUNNA ,  Ontario, Canada"
"Trillium Villa Nursing Home ,  SARNIA ,  Ontario, Canada"
"Trinity Anglican Church ,  SARNIA ,  Ontario, Canada"
"Twin Lakes Terrace ,  SARNIA ,  Ontario, Canada"
"Vision Nursing Home ,  SARNIA ,  Ontario, Canada"
"Water's Edge ,  SARNIA ,  Ontario, Canada"
"Wyoming Publicelementary School ,  WYOMING ,  Ontario, Canada"
"440 Eglinton ,  TORONTO ,  Ontario, Canada"
"88 Redpath ,  TORONTO ,  Ontario, Canada"
"Balfour Square ,  TORONTO ,  Ontario, Canada"
"Beth Shalom Synagogue ,  TORONTO ,  Ontario, Canada"
"Beth Tzedec Synagogue ,  TORONTO ,  Ontario, Canada"
"Bradgate Arms ,  TORONTO ,  Ontario, Canada"
"Bretton Place ,  TORONTO ,  Ontario, Canada"
"Calvin Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"Carriage Hill Apartment(s) ,  TORONTO ,  Ontario, Canada"
"Castleview Wychwood Towers ,  TORONTO ,  Ontario, Canada"
"Cedarvale Community School ,  TORONTO ,  Ontario, Canada"
"Cedarvale Terrace Long Term Care Home ,  TORONTO ,  Ontario, Canada"
"Christ Church Deer Park ,  TORONTO ,  Ontario, Canada"
"Christie Gardens Retirement Home ,  TORONTO ,  Ontario, Canada"
"Church of St Michael and All Angels ,  TORONTO ,  Ontario, Canada"
"Church of the Transfiguration ,  TORONTO ,  Ontario, Canada"
"Cottingham Junior Public School ,  TORONTO ,  Ontario, Canada"
"Doug Saunders Apartment(s) ,  TORONTO ,  Ontario, Canada"
"Dunfield Apartment(s) ,  TORONTO ,  Ontario, Canada"
"Fairbank Memorial Community Centre ,  TORONTO ,  Ontario, Canada"
"First Unitarian Church ,  TORONTO ,  Ontario, Canada"
"George Barker Manor ,  TORONTO ,  Ontario, Canada"
"Glen Garden Apartment(s) ,  TORONTO ,  Ontario, Canada"
"Grace Church on the Hill ,  TORONTO ,  Ontario, Canada"
"Granite Place ,  TORONTO ,  Ontario, Canada"
"Habayit Shelanu Seniors Residence ,  TORONTO ,  Ontario, Canada"
"Hillcrest Community School ,  TORONTO ,  Ontario, Canada"
"Hodgson Senior Public School ,  TORONTO ,  Ontario, Canada"
"Hospital Worker's Housing Co-Operative ,  TORONTO ,  Ontario, Canada"
"Humewood Public School ,  TORONTO ,  Ontario, Canada"
"Janet McGee Manor ,  TORONTO ,  Ontario, Canada"
"Loblaws ,  TORONTO ,  Ontario, Canada"
"Manor Road United Church ,  TORONTO ,  Ontario, Canada"
"Maria A. Shchuka Library ,  TORONTO ,  Ontario, Canada"
"Maurice Cody Public School ,  TORONTO ,  Ontario, Canada"
"Montgomery Place ,  TORONTO ,  Ontario, Canada"
"Moore Place ,  TORONTO ,  Ontario, Canada"
"Oriole Park Public School ,  TORONTO ,  Ontario, Canada"
"Pine Villa Retirement Residence ,  TORONTO ,  Ontario, Canada"
"St. Alphonsus Separate School ,  TORONTO ,  Ontario, Canada"
"St. Hilda's Towers ,  TORONTO ,  Ontario, Canada"
"St. Matthew's Bracondale House ,  TORONTO ,  Ontario, Canada"
"The Briton House ,  TORONTO ,  Ontario, Canada"
"Tichester Gardens Apartment(s) ,  TORONTO ,  Ontario, Canada"
"Unity Church of Truth ,  TORONTO ,  Ontario, Canada"
"Vaughan Road Academy ,  TORONTO ,  Ontario, Canada"
"Yorkminster Park Baptist Church ,  TORONTO ,  Ontario, Canada"
"14 Centre Street Seniors Apartments ,  ST CATHARINES ,  Ontario, Canada"
"Anchor Pointe ,  ST CATHARINES ,  Ontario, Canada"
"Applewood Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"Armenian Community Centre ,  ST CATHARINES ,  Ontario, Canada"
"Bethany Community Church ,  ST CATHARINES ,  Ontario, Canada"
"Briarwood Apartments ,  ST CATHARINES ,  Ontario, Canada"
"Brockton Apartments ,  ST CATHARINES ,  Ontario, Canada"
"C.A.W. Union Hall ,  ST CATHARINES ,  Ontario, Canada"
"Carlton Seniors Complex ,  ST CATHARINES ,  Ontario, Canada"
"Centennial Towers ,  ST CATHARINES ,  Ontario, Canada"
"Centre Immacul_e Conception ,  ST CATHARINES ,  Ontario, Canada"
"Club Heidelberg ,  ST CATHARINES ,  Ontario, Canada"
"Club Lasalle ,  ST CATHARINES ,  Ontario, Canada"
"Crown Towers ,  ST CATHARINES ,  Ontario, Canada"
"Denis Morris Catholic High School ,  ST CATHARINES ,  Ontario, Canada"
"Dunlop Drive Seniors Citizens Centre ,  ST CATHARINES ,  Ontario, Canada"
"E. I. McCulley Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"First Grantham United Church ,  ST CATHARINES ,  Ontario, Canada"
"First Reformed Church ,  ST CATHARINES ,  Ontario, Canada"
"Garden City Manor ,  ST CATHARINES ,  Ontario, Canada"
"Governor Simcoe Secondary School ,  ST CATHARINES ,  Ontario, Canada"
"Grace Mennonite Church ,  ST CATHARINES ,  Ontario, Canada"
"Grantham Optimist Youth Centre ,  ST CATHARINES ,  Ontario, Canada"
"Heidehof Home for the Aged ,  ST CATHARINES ,  Ontario, Canada"
"Henley House ,  ST CATHARINES ,  Ontario, Canada"
"Jack Gatecliff Arena ,  ST CATHARINES ,  Ontario, Canada"
"Jubilee Fellowship Christian Reformed Church ,  ST CATHARINES ,  Ontario, Canada"
"La Residence ,  ST CATHARINES ,  Ontario, Canada"
"Lakeport Secondary School ,  ST CATHARINES ,  Ontario, Canada"
"Lincoln Centennial Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"Linhaven ,  ST CATHARINES ,  Ontario, Canada"
"Meadowvale Condominiums ,  ST CATHARINES ,  Ontario, Canada"
"Meadowvale Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"Millrun Condominiums ,  ST CATHARINES ,  Ontario, Canada"
"Niagara Gardens Retirement Manor ,  ST CATHARINES ,  Ontario, Canada"
"Niagara Ina Grafton Gage ,  ST CATHARINES ,  Ontario, Canada"
"Niagara Retirement Manor ,  ST CATHARINES ,  Ontario, Canada"
"Prince of Wales Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"Ridley Terrace Apartments ,  ST CATHARINES ,  Ontario, Canada"
"Roehampton Place ,  ST CATHARINES ,  Ontario, Canada"
"Royal Henley Retirement Residence ,  ST CATHARINES ,  Ontario, Canada"
"Russell Avenue Community Centre ,  ST CATHARINES ,  Ontario, Canada"
"Scott Street Senior Housing ,  ST CATHARINES ,  Ontario, Canada"
"Scottlea Presbyterian Church ,  ST CATHARINES ,  Ontario, Canada"
"Scottview Gardens ,  ST CATHARINES ,  Ontario, Canada"
"Seymour-Hannah Sports and  Entertainment Complex ,  ST CATHARINES ,  Ontario, Canada"
"St. Alfred's Church Hall ,  ST CATHARINES ,  Ontario, Canada"
"St. Ann Catholic Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"St. Catharines Centennial Library ,  ST CATHARINES ,  Ontario, Canada"
"St. Catharines Place ,  ST CATHARINES ,  Ontario, Canada"
"St. Christopher Catholic Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"St. Columba Church ,  ST CATHARINES ,  Ontario, Canada"
"St. Denis Catholic Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"St. George's Anglican Church ,  ST CATHARINES ,  Ontario, Canada"
"St. John Ukrainian Catholic Church ,  ST CATHARINES ,  Ontario, Canada"
"St. Lawrence Village ,  ST CATHARINES ,  Ontario, Canada"
"St. Theresa Catholic Elementary School ,  ST CATHARINES ,  Ontario, Canada"
"St. Thomas Aquinas Church ,  ST CATHARINES ,  Ontario, Canada"
"Tabor Manor ,  ST CATHARINES ,  Ontario, Canada"
"The Parkland ,  ST CATHARINES ,  Ontario, Canada"
"Tufford Nursing Home and Tufford Manor ,  ST CATHARINES ,  Ontario, Canada"
"Yorkshire Apartments ,  ST CATHARINES ,  Ontario, Canada"
"20 Baif Boulevard Apartment(s) ,  RICHMOND HILL ,  Ontario, Canada"
"39 Crosby Avenue - Game Room ,  RICHMOND HILL ,  Ontario, Canada"
"40 Baif Boulevard ,  RICHMOND HILL ,  Ontario, Canada"
"5 Weldrick Road West ,  RICHMOND HILL ,  Ontario, Canada"
"Adrianne Clarkson Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Bayview Hill Community Centre ,  RICHMOND HILL ,  Ontario, Canada"
"Bayview Hill Elementary School ,  RICHMOND HILL ,  Ontario, Canada"
"Bayview Place ,  RICHMOND HILL ,  Ontario, Canada"
"Bayview Secondary School ,  RICHMOND HILL ,  Ontario, Canada"
"Beverley Acres Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Cedar Gate 1 ,  RICHMOND HILL ,  Ontario, Canada"
"Cedar Gate 2 ,  RICHMOND HILL ,  Ontario, Canada"
"Charles Howitt Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Christ the King Catholic School ,  RICHMOND HILL ,  Ontario, Canada"
"Crosby Heights Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Doncrest Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Dynasty Condominiums ,  RICHMOND HILL ,  Ontario, Canada"
"Ed Sackfield Arena ,  RICHMOND HILL ,  Ontario, Canada"
"Elgin Barrow Arena Complex ,  RICHMOND HILL ,  Ontario, Canada"
"Father Henri Nouwen Catholic School ,  RICHMOND HILL ,  Ontario, Canada"
"Gibraltar Condominiums ,  RICHMOND HILL ,  Ontario, Canada"
"Jean Vanier Catholic High School ,  RICHMOND HILL ,  Ontario, Canada"
"John Fitzpatrick Steel Workers Housing ,  RICHMOND HILL ,  Ontario, Canada"
"Langstaff Community Centre ,  RICHMOND HILL ,  Ontario, Canada"
"Leisure World ,  RICHMOND HILL ,  Ontario, Canada"
"M. L. McConaghy Centre - # 101 & 103 ,  RICHMOND HILL ,  Ontario, Canada"
"Mackenzie Square ,  RICHMOND HILL ,  Ontario, Canada"
"Mariann Home ,  RICHMOND HILL ,  Ontario, Canada"
"Observatory One ,  RICHMOND HILL ,  Ontario, Canada"
"Observatory Place II ,  RICHMOND HILL ,  Ontario, Canada"
"Observatory Towers ,  RICHMOND HILL ,  Ontario, Canada"
"Our Lady Help of Christians Catholic School ,  RICHMOND HILL ,  Ontario, Canada"
"Parkway Grand ,  RICHMOND HILL ,  Ontario, Canada"
"Parkway Grand Residence ,  RICHMOND HILL ,  Ontario, Canada"
"Pleasantville Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Pope John Paul II Elementary School ,  RICHMOND HILL ,  Ontario, Canada"
"Red Maple Public School-Langstaff Community Centre ,  RICHMOND HILL ,  Ontario, Canada"
"Redstone Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Renaissance Richmond Hill ,  RICHMOND HILL ,  Ontario, Canada"
"Richmond Hill Apartment(s) ,  RICHMOND HILL ,  Ontario, Canada"
"Richmond Hill Central Library ,  RICHMOND HILL ,  Ontario, Canada"
"Richvale Community Centre ,  RICHMOND HILL ,  Ontario, Canada"
"Rose Town Seniors Apartment(s) ,  RICHMOND HILL ,  Ontario, Canada"
"Rouge Woods Community Centre ,  RICHMOND HILL ,  Ontario, Canada"
"Silver Pines Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Sixteenth Avenue Public School ,  RICHMOND HILL ,  Ontario, Canada"
"St. Anne Catholic School ,  RICHMOND HILL ,  Ontario, Canada"
"St. Charles Garnier Catholic School ,  RICHMOND HILL ,  Ontario, Canada"
"St. George Antiochian Orthodox Church ,  RICHMOND HILL ,  Ontario, Canada"
"St. Joseph Elementary School ,  RICHMOND HILL ,  Ontario, Canada"
"St. Mary Immaculate Elementary School ,  RICHMOND HILL ,  Ontario, Canada"
"St. Theresa of Lisieux Catholic High School ,  RICHMOND HILL ,  Ontario, Canada"
"Sunrise of Richmond Hill ,  RICHMOND HILL ,  Ontario, Canada"
"The Richmond ,  RICHMOND HILL ,  Ontario, Canada"
"Trillium Woods Elementary School ,  RICHMOND HILL ,  Ontario, Canada"
"Walter Scott Public School ,  RICHMOND HILL ,  Ontario, Canada"
"Yonge North Recreation Centre (Club 66) ,  RICHMOND HILL ,  Ontario, Canada"
"York Central Hospital ,  RICHMOND HILL ,  Ontario, Canada"
"A. J. Charbonneau Public School ,  ARNPRIOR ,  Ontario, Canada"
"Admaston Bromley Community Centre ,  DOUGLAS ,  Ontario, Canada"
"Admaston Bromley Municipal Office ,  RENFREW ,  Ontario, Canada"
"Arnprior Police and Fire Station ,  ARNPRIOR ,  Ontario, Canada"
"Arnprior Villa ,  ARNPRIOR ,  Ontario, Canada"
"Beachburg Public School ,  BEACHBURG ,  Ontario, Canada"
"Bonnechere Manor ,  RENFREW ,  Ontario, Canada"
"Burnstown United Church ,  BURNSTOWN ,  Ontario, Canada"
"Calabogie Community Centre ,  CALABOGIE ,  Ontario, Canada"
"Calvary Baptist Church ,  PEMBROKE ,  Ontario, Canada"
"Calvary Pentecostal Church ,  RENFREW ,  Ontario, Canada"
"Carefor Health and Community Service ,  PEMBROKE ,  Ontario, Canada"
"Caressant Care ,  COBDEN ,  Ontario, Canada"
"Centre scolaire catholique Jeanne-Lajoie ,  PEMBROKE ,  Ontario, Canada"
"Chalk River Lions Hall ,  CHALK RIVER ,  Ontario, Canada"
"Cobden Agricultural Hall ,  COBDEN ,  Ontario, Canada"
"Country Haven ,  BEACHBURG ,  Ontario, Canada"
"Courthouse - Killaloe ,  KILLALOE ,  Ontario, Canada"
"Dacre and Area Community Hall ,  DACRE ,  Ontario, Canada"
"Deep River Town Hall ,  DEEP RIVER ,  Ontario, Canada"
"Denbigh-Griffith Lions Club ,  GRIFFITH ,  Ontario, Canada"
"Eganville Royal Canadian Legion Branch 3 ,  EGANVILLE ,  Ontario, Canada"
"Emmanuel Anglican Church ,  ARNPRIOR ,  Ontario, Canada"
"Fairfields ,  EGANVILLE ,  Ontario, Canada"
"Faith Lutheran Church ,  DEEP RIVER ,  Ontario, Canada"
"Golden Lake Municipal Community Centre ,  GOLDEN LAKE ,  Ontario, Canada"
"Golden Years Activity Centre ,  COMBERMERE ,  Ontario, Canada"
"Grove Nursing Home ,  ARNPRIOR ,  Ontario, Canada"
"Groves Park Lodge ,  RENFREW ,  Ontario, Canada"
"Head, Clara, Maria Municipal Hall ,  STONECLIFFE ,  Ontario, Canada"
"Heritage Manor ,  PEMBROKE ,  Ontario, Canada"
"Horton Community Centre ,  RENFREW ,  Ontario, Canada"
"Island View Retirement Living ,  ARNPRIOR ,  Ontario, Canada"
"Knights of Columbus Hall ,  PEMBROKE ,  Ontario, Canada"
"Lester B. Smith Community Centre ,  WHITNEY ,  Ontario, Canada"
"Madawaska Complex ,  MADAWASKA ,  Ontario, Canada"
"Mapleton House ,  PALMER RAPIDS ,  Ontario, Canada"
"Marguerite Centre ,  PEMBROKE ,  Ontario, Canada"
"Marianhill ,  PEMBROKE ,  Ontario, Canada"
"McNab Fire Hall #1 ,  ARNPRIOR ,  Ontario, Canada"
"McNab Fire Hall #2 ,  WHITE LAKE ,  Ontario, Canada"
"Micksburg Community and Cultural Centre ,  COBDEN ,  Ontario, Canada"
"Minopimadiz-1 Gamik ,  GOLDEN LAKE ,  Ontario, Canada"
"Miramichi Lodge ,  PEMBROKE ,  Ontario, Canada"
"Mount Zion United Church ,  PEMBROKE ,  Ontario, Canada"
"Nick Smith Centre ,  ARNPRIOR ,  Ontario, Canada"
"North Algona Wilberforce Township ,  EGANVILLE ,  Ontario, Canada"
"North Renfrew Long Term Care ,  DEEP RIVER ,  Ontario, Canada"
"Opeongo Seniors' Centre ,  BARRYS BAY ,  Ontario, Canada"
"Our Lady of Lourdes School ,  PEMBROKE ,  Ontario, Canada"
"Our Lady of Mount Carmel Parish Hall ,  WESTMEATH ,  Ontario, Canada"
"Our Lady of Perpetual Help Parish Hall ,  BRAESIDE ,  Ontario, Canada"
"Our Lady of the Angels Parish Hall ,  KILLALOE ,  Ontario, Canada"
"Palmer Rapids Community Centre ,  PALMER RAPIDS ,  Ontario, Canada"
"Pembroke Area Community Centre ,  PEMBROKE ,  Ontario, Canada"
"Pembroke Mall ,  PEMBROKE ,  Ontario, Canada"
"Pembroke Outdoor Sportsmen's Club ,  PEMBROKE ,  Ontario, Canada"
"Pembroke Regional Hospital ,  PEMBROKE ,  Ontario, Canada"
"Perretton United Church Hall ,  PEMBROKE ,  Ontario, Canada"
"Petawawa Civic Centre ,  PETAWAWA ,  Ontario, Canada"
"Pinewood Retirement Home ,  PEMBROKE ,  Ontario, Canada"
"Point Alexander Municipal Auditorium ,  DEEP RIVER ,  Ontario, Canada"
"Quadeville Community Centre ,  PALMER RAPIDS ,  Ontario, Canada"
"Quail Creek ,  RENFREW ,  Ontario, Canada"
"Rankin Culture and Recreation Centre ,  PEMBROKE ,  Ontario, Canada"
"Renfrew Royal Canadian Legion Branch 148 ,  RENFREW ,  Ontario, Canada"
"Rex Plex Building S-117 ,  PETAWAWA ,  Ontario, Canada"
"Riverview Heights Retirement Residence ,  PEMBROKE ,  Ontario, Canada"
"Rockwood Public School ,  PEMBROKE ,  Ontario, Canada"
"Shady Nook Recreation Centre ,  PEMBROKE ,  Ontario, Canada"
"St. Anne's Parish Hall ,  CORMAC ,  Ontario, Canada"
"St. Casimir's Church Hall ,  ROUND LAKE CENTRE ,  Ontario, Canada"
"St. Francis Xavier Parish Hall ,  RENFREW ,  Ontario, Canada"
"St. James Evangelical Lutheran Church ,  RENFREW ,  Ontario, Canada"
"St. Joseph Non-Profit Housing ,  PEMBROKE ,  Ontario, Canada"
"St. Joseph's High School ,  RENFREW ,  Ontario, Canada"
"St. Joseph's-On-The-Lake ,  PEMBROKE ,  Ontario, Canada"
"St. Mary's School ,  WILNO ,  Ontario, Canada"
"St. Michael's Catholic School ,  DOUGLAS ,  Ontario, Canada"
"Supple's Landing ,  PEMBROKE ,  Ontario, Canada"
"Valley Manor ,  BARRYS BAY ,  Ontario, Canada"
"Watertower Lodge ,  BARRYS BAY ,  Ontario, Canada"
"Westmeath Recreation Centre ,  WESTMEATH ,  Ontario, Canada"
"Whitewater Region Fire Hall #1 ,  HALEY STATION ,  Ontario, Canada"
"Whitewater Region Fire Hall #3 ,  FORESTERS FALLS ,  Ontario, Canada"
"Whitewater Wesleyan Community Church ,  COBDEN ,  Ontario, Canada"
"Actinolite Recreation Centre ,  TWEED ,  Ontario, Canada"
"Albert Park Apartments I ,  BELLEVILLE ,  Ontario, Canada"
"Albert Park Apartments II ,  BELLEVILLE ,  Ontario, Canada"
"Aldersgate Home ,  BELLEVILLE ,  Ontario, Canada"
"Arts Centre Hastings ,  MADOC ,  Ontario, Canada"
"Athol Central Public School ,  CHERRY VALLEY ,  Ontario, Canada"
"Athol Town Hall ,  CHERRY VALLEY ,  Ontario, Canada"
"Bangor Community Centre ,  COMBERMERE ,  Ontario, Canada"
"Bay Terrace I ,  BELLEVILLE ,  Ontario, Canada"
"Bay Terrace II ,  BELLEVILLE ,  Ontario, Canada"
"Bayview Towers ,  BELLEVILLE ,  Ontario, Canada"
"Belleville and District Fish and Game Club ,  BELLEVILLE ,  Ontario, Canada"
"Belleville Christian School ,  BELLEVILLE ,  Ontario, Canada"
"Belmont Long Term Care Facility ,  BELLEVILLE ,  Ontario, Canada"
"Bird's Creek Public School ,  BANCROFT ,  Ontario, Canada"
"Bloomfield Town Hall ,  BLOOMFIELD ,  Ontario, Canada"
"Caressant Care Retirement and Nursing Home ,  MARMORA ,  Ontario, Canada"
"Carlow Community Centre ,  BANCROFT ,  Ontario, Canada"
"Carrying Place Fire Hall ,  CARRYING PLACE ,  Ontario, Canada"
"Centennial Place Apartments ,  BELLEVILLE ,  Ontario, Canada"
"Centennial Secondary School ,  BELLEVILLE ,  Ontario, Canada"
"Christ Church ,  BELLEVILLE ,  Ontario, Canada"
"Deloro Community Hall ,  MARMORA ,  Ontario, Canada"
"Deseronto Community Centre ,  DESERONTO ,  Ontario, Canada"
"Dungannon Recreation Centre ,  L'AMABLE ,  Ontario, Canada"
"East Plaza Court Senior Complex ,  BELLEVILLE ,  Ontario, Canada"
"Eastminster United Church ,  BELLEVILLE ,  Ontario, Canada"
"Elks Lodge Hall ,  PICTON ,  Ontario, Canada"
"Emmanuel Residence ,  BELLEVILLE ,  Ontario, Canada"
"Faraday Township Community Centre ,  BANCROFT ,  Ontario, Canada"
"Foster Ward Community Centre ,  BELLEVILLE ,  Ontario, Canada"
"Foxboro Senior Elementary School ,  FOXBORO ,  Ontario, Canada"
"Friendship United Church ,  DEMORESTVILLE ,  Ontario, Canada"
"George Vanier Catholic School ,  BELLEVILLE ,  Ontario, Canada"
"Greek Community Banquet Hall ,  BELLEVILLE ,  Ontario, Canada"
"H.J. McFarland Memorial Home ,  PICTON ,  Ontario, Canada"
"Hallowell Home/House ,  PICTON ,  Ontario, Canada"
"Hastings Centennial Manor ,  BANCROFT ,  Ontario, Canada"
"Hastings Manor Home for the Aged ,  BELLEVILLE ,  Ontario, Canada"
"Hillier Town Hall ,  HILLIER ,  Ontario, Canada"
"Holy Name of Mary School ,  MARYSVILLE ,  Ontario, Canada"
"Holy Trinity Lutheran Church ,  BELLEVILLE ,  Ontario, Canada"
"Huntingdon Veterans Community Hall ,  MADOC ,  Ontario, Canada"
"Kentwood Park Nursing Home ,  PICTON ,  Ontario, Canada"
"Maranatha Church ,  BELLEVILLE ,  Ontario, Canada"
"Marmora Pentecostal Church ,  MARMORA ,  Ontario, Canada"
"Masonic Temple - Picton ,  PICTON ,  Ontario, Canada"
"Massassaga-Rednersville School ,  BELLEVILLE ,  Ontario, Canada"
"Mayo Community Centre ,  BANCROFT ,  Ontario, Canada"
"McNabb Towers ,  BELLEVILLE ,  Ontario, Canada"
"Moira Hall ,  ROSLIN ,  Ontario, Canada"
"Moira Place Long Term Care Home ,  TWEED ,  Ontario, Canada"
